district_area_maharashtra,nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop_label
Wardha,18,40,165,22.65,56.25,6.04,1149.46,muskmelon
Akola,78,130,37,34.73,58.12,7.07,356.04,rice
Kolhapur,68,128,157,28.55,46.31,5.79,1014.06,lentil
Aurangabad,93,32,94,30.87,75.24,7.49,190.23,lentil
Pune,57,123,108,31.37,43.67,6.91,433.36,mungbean
Amravati,128,44,180,32.93,80.01,6.78,960.45,coconut
Solapur,100,35,138,22.87,60.28,5.7,352.31,lentil
Solapur,1,85,120,23.35,77.31,6.7,1068.78,lentil
Pune,59,40,84,33.16,68.2,7.33,520.89,cotton
Solapur,129,99,34,25.89,70.42,6.85,433.75,lentil
Pune,121,33,193,22.93,67.58,6.79,493.39,mango
Beed,135,119,41,24.73,60.08,6.29,525.13,coconut
Ahmednagar,61,128,128,34.31,54.61,6.65,820.92,jute
Ahmednagar,134,35,159,33.46,81.73,7.07,1119.44,chickpea
Beed,89,8,99,24.49,64.49,6.89,136.01,mothbeans
Amravati,5,93,79,29.22,64.74,6.59,572.44,coconut
Latur,54,114,174,32.35,70.64,6.97,258.13,rice
Nanded,113,121,43,33.51,48.46,6.72,1153.26,pigeonpeas
Bhandara,136,98,20,31.54,84.44,5.55,291.25,papaya
Ahmednagar,60,75,136,32.05,46.85,6.56,906.42,orange
Jalgaon,67,46,12,32.14,69.83,7.06,801.64,cotton
Jalgaon,14,12,27,31.53,72.5,7.19,694.44,pomegranate
Sangli,61,41,158,25.49,46.95,7.5,1162.88,blackgram
Wardha,122,103,116,23.1,50.7,7.2,525.84,maize
Nanded,19,131,21,29.84,75.29,6.4,548.56,maize
Beed,124,102,19,26.8,78.79,6.06,931.53,mango
Nashik,39,10,61,20.92,85.66,5.54,703.05,watermelon
Parbhani,106,27,103,25.73,87.96,7.08,604.36,orange
Aurangabad,18,78,197,28.18,82.02,6.57,122.45,rice
Amravati,126,113,26,26.41,55.03,6.15,802.19,apple
Dhule,127,25,68,31.55,43.64,5.77,676.33,grapes
Satara,84,23,36,29.61,77.3,6.32,1027.88,mungbean
Sangli,23,80,187,22.41,64.25,6.04,282.28,papaya
Pune,41,51,144,28.12,67.52,6.81,884.91,blackgram
Beed,130,88,25,27.61,83.71,7.18,477.2,kidneybeans
Nagpur,55,145,141,23.02,45.53,6.57,367.25,mango
Dhule,107,36,96,20.53,69.95,6.73,380.79,pomegranate
Amravati,65,127,150,22.24,89.78,6.83,200.35,pomegranate
Solapur,91,76,66,26.36,61.1,6.16,525.62,pigeonpeas
Dhule,98,109,141,23.56,55.25,6.59,1021.29,pigeonpeas
Wardha,91,108,155,23.21,60.24,5.85,1106.79,papaya
Satara,114,52,121,24.23,60.9,6.49,1004.31,muskmelon
Satara,61,56,28,23.76,77.51,6.75,952.53,rice
Dhule,28,41,197,21.63,47.45,7.4,924.55,chickpea
Ahmednagar,128,131,112,32.59,49.14,7.38,475.4,chickpea
Solapur,56,143,170,29.7,45.26,5.53,508.47,rice
Parbhani,106,61,91,26.59,61.11,6.35,164.44,watermelon
Ahmednagar,92,145,135,34.48,86.47,5.56,112.05,apple
Jalgaon,44,30,33,26.47,60.58,6.8,561.49,pomegranate
Beed,71,84,114,27.26,49.1,6.31,1145.18,jute
Aurangabad,86,56,136,25.32,68.98,5.95,1013.98,banana
Aurangabad,122,134,197,29.15,56.41,5.89,441.01,muskmelon
Jalgaon,121,80,186,20.94,71.32,5.83,1007.16,maize
Latur,6,127,154,28.29,40.1,6.78,1109.17,rice
Satara,104,109,115,27.87,81.68,6.79,240.83,coffee
Akola,42,122,140,32.97,67.27,6.11,925.61,mothbeans
Dhule,17,98,107,31.92,86.51,6.31,1114.39,rice
Latur,137,97,104,34.64,81.36,6.74,1179.56,lentil
Jalgaon,45,42,104,33.03,85.85,6.06,670.21,mungbean
Latur,90,14,97,30.47,69.13,7.24,615.95,chickpea
Bhandara,63,34,36,28.23,43.77,7.06,163.12,chickpea
Parbhani,47,132,140,23.09,53.64,5.87,1053.06,chickpea
Nanded,50,98,12,23.95,46.21,6.44,599.48,papaya
Osmanabad,58,72,126,22.95,66.4,5.58,347.66,chickpea
Wardha,82,90,147,23.73,86.65,7.09,651.96,chickpea
Jalgaon,132,36,10,26.94,50.53,5.63,1066.15,rice
Amravati,6,71,55,24.66,47.0,6.52,566.38,coconut
Sangli,118,58,171,22.8,44.26,6.39,1009.04,orange
Amravati,23,88,117,30.94,72.52,7.18,616.77,papaya
Nashik,39,38,179,34.83,87.42,6.36,844.65,watermelon
Kolhapur,13,50,118,21.95,80.8,7.37,376.05,lentil
Amravati,20,43,183,32.13,75.58,6.21,912.43,chickpea
Beed,37,127,21,25.29,65.97,5.89,337.32,mungbean
Ahmednagar,36,137,81,22.01,52.05,6.34,1124.89,apple
Solapur,127,124,126,22.36,66.62,5.76,516.15,coconut
Pune,54,137,34,28.48,89.26,6.32,671.99,muskmelon
Amravati,90,142,205,27.91,66.12,6.22,1022.29,watermelon
Satara,10,77,56,28.94,54.39,7.47,517.2,chickpea
Nagpur,77,142,159,34.25,68.35,5.87,477.13,coffee
Sangli,11,81,163,24.47,55.46,6.09,864.91,watermelon
Ahmednagar,51,123,107,24.98,53.97,5.66,399.21,orange
Jalgaon,70,68,162,32.6,59.81,5.55,1190.17,watermelon
Satara,53,131,180,31.79,75.0,7.03,281.81,muskmelon
Nashik,15,36,14,33.46,78.45,5.67,494.57,coconut
Amravati,115,77,26,29.99,89.37,6.77,1165.34,apple
Pune,113,47,115,34.43,65.8,6.53,691.01,rice
Solapur,58,69,159,25.49,69.13,6.39,192.96,coffee
Akola,14,78,140,25.44,80.33,6.45,248.85,lentil
Osmanabad,58,34,111,31.18,46.06,6.05,850.06,coffee
Solapur,91,28,161,31.42,80.71,7.49,690.46,orange
Bhandara,65,82,85,21.02,83.89,5.52,620.42,mango
Satara,15,86,168,28.24,80.45,7.03,610.82,blackgram
Solapur,14,106,23,25.0,71.3,6.52,798.09,rice
Wardha,10,116,40,29.67,87.15,5.6,390.18,mothbeans
Latur,97,14,137,29.45,63.38,5.72,876.45,apple
Nanded,125,137,19,25.22,42.01,5.74,241.13,banana
Beed,49,14,65,26.3,53.83,6.87,848.69,orange
Jalgaon,81,106,197,30.5,43.14,6.65,549.63,jute
Dhule,18,31,203,29.48,84.75,7.3,863.17,maize
Dhule,19,13,31,30.11,49.28,7.0,1048.6,chickpea
Sangli,102,140,86,32.05,44.71,6.72,623.19,grapes
Pune,7,119,111,23.15,54.01,7.42,426.46,blackgram
Beed,116,58,172,34.21,45.53,6.08,430.11,coconut
Osmanabad,34,58,118,29.17,81.25,6.08,1158.26,pigeonpeas
Jalgaon,3,106,122,28.38,44.87,6.21,132.46,orange
Solapur,20,70,111,21.09,77.62,6.62,832.49,grapes
Pune,124,44,18,31.6,65.56,5.75,362.2,lentil
Aurangabad,46,75,97,24.91,53.24,5.71,605.21,muskmelon
Solapur,72,12,15,20.55,60.38,6.02,1175.13,blackgram
Aurangabad,78,68,74,27.35,79.28,7.05,854.52,mothbeans
Solapur,102,80,121,25.89,88.95,6.42,465.26,apple
Jalgaon,2,138,169,20.8,84.84,6.84,359.11,pigeonpeas
Ahmednagar,98,109,44,20.27,65.68,5.56,1147.65,pigeonpeas
Solapur,112,141,102,27.12,74.7,6.31,120.97,muskmelon
Satara,106,132,113,29.61,84.19,7.14,359.19,blackgram
Akola,53,73,102,32.92,87.77,6.43,564.51,maize
Nagpur,76,97,41,23.78,55.79,7.05,329.27,watermelon
Nashik,61,38,133,21.68,65.64,5.51,816.12,apple
Wardha,64,17,60,31.62,53.66,7.45,534.95,cotton
Sangli,125,111,147,30.62,61.14,6.78,741.57,coconut
Pune,101,62,124,22.36,70.1,6.74,763.2,chickpea
Amravati,136,40,135,27.66,55.11,6.98,940.66,muskmelon
Amravati,116,72,77,24.11,76.27,5.64,612.59,orange
Nagpur,63,131,68,25.19,65.96,7.42,959.85,orange
Pune,100,126,205,26.17,45.59,7.09,135.82,pomegranate
Amravati,15,40,159,34.2,73.09,5.96,1035.0,mango
Kolhapur,43,137,139,23.39,64.63,6.45,764.49,banana
Osmanabad,69,16,74,24.2,73.6,6.72,1044.09,mothbeans
Kolhapur,24,131,111,25.21,77.56,6.72,1021.98,pigeonpeas
Parbhani,57,71,94,32.21,56.75,6.7,890.67,lentil
Nashik,33,133,56,22.44,53.95,5.59,644.42,chickpea
Akola,15,47,124,34.24,77.57,5.71,907.04,chickpea
Parbhani,79,145,74,21.91,66.83,6.19,504.89,jute
Amravati,72,47,69,22.86,69.98,6.03,536.79,pomegranate
Jalgaon,70,74,57,27.84,50.83,7.43,758.78,coconut
Osmanabad,13,101,46,20.56,42.44,6.62,1106.61,papaya
Kolhapur,79,85,119,21.37,77.61,7.35,536.31,mungbean
Jalgaon,137,83,108,30.93,54.08,5.71,1064.11,apple
Amravati,110,138,23,31.51,51.16,7.0,979.02,coconut
Jalgaon,115,42,90,20.67,64.0,6.74,958.29,pigeonpeas
Bhandara,88,115,83,31.55,43.88,5.65,978.49,mothbeans
Latur,116,47,84,34.1,68.76,6.59,1069.47,mungbean
Dhule,110,30,104,33.11,54.21,5.97,183.28,mothbeans
Osmanabad,83,60,77,24.29,40.17,6.23,1151.65,pomegranate
Sangli,128,22,123,25.68,57.58,5.83,411.32,blackgram
Latur,75,139,56,20.16,51.04,6.01,808.14,mothbeans
Osmanabad,54,101,5,21.49,49.09,6.53,681.18,coffee
Pune,69,71,157,20.27,82.81,6.9,114.66,papaya
Nanded,70,96,147,24.68,87.33,5.59,875.3,mothbeans
Amravati,45,17,76,25.89,89.2,7.19,305.19,blackgram
Ahmednagar,28,48,77,29.93,40.35,7.34,847.16,mothbeans
Aurangabad,119,35,166,31.44,84.02,6.85,1112.35,pomegranate
Sangli,15,87,158,31.66,53.34,6.3,1015.99,kidneybeans
Nagpur,99,13,149,27.27,42.38,7.33,397.19,muskmelon
Akola,28,143,18,33.58,79.71,6.88,378.93,banana
Osmanabad,134,117,79,26.17,88.52,6.72,456.07,apple
Jalgaon,0,12,117,31.42,62.06,6.81,666.46,jute
Ahmednagar,85,133,164,33.09,72.91,6.35,379.52,mango
Akola,94,30,27,33.1,59.94,7.39,463.41,kidneybeans
Solapur,20,16,26,22.76,88.45,5.65,812.23,coconut
Beed,125,6,204,20.94,57.81,7.3,198.13,muskmelon
Ahmednagar,19,119,118,31.26,56.5,7.29,643.89,blackgram
Parbhani,76,132,52,25.83,66.54,6.84,674.82,blackgram
Nanded,40,140,15,27.45,40.23,6.05,370.28,mungbean
Ahmednagar,37,126,185,23.03,86.29,6.47,964.22,apple
Nashik,3,140,204,33.73,66.61,6.45,760.31,muskmelon
Amravati,88,47,204,27.7,66.58,7.19,1040.77,coconut
Nanded,105,108,133,33.16,86.1,6.24,1073.58,coffee
Nanded,92,30,186,22.49,70.69,5.72,620.87,orange
Solapur,9,125,45,21.77,59.29,6.39,144.28,jute
Nashik,34,26,97,31.65,55.53,7.45,1189.75,pigeonpeas
Bhandara,26,142,25,28.0,40.08,7.22,878.81,kidneybeans
Beed,106,80,119,23.62,43.29,7.15,888.15,maize
Bhandara,123,78,150,33.62,65.74,5.85,1003.56,pomegranate
Pune,90,34,54,27.38,56.72,6.13,386.53,coconut
Amravati,19,84,103,33.69,78.45,7.42,405.38,mothbeans
Wardha,106,123,41,30.2,74.32,6.73,320.19,coconut
Amravati,84,29,179,20.1,54.44,5.94,774.24,pigeonpeas
Beed,0,123,33,20.81,83.46,5.54,1101.96,pigeonpeas
Latur,59,114,30,28.68,68.79,5.78,747.96,pomegranate
Pune,66,9,8,33.08,76.04,7.17,131.28,maize
Nashik,138,19,137,27.4,72.9,5.59,1002.75,mothbeans
Jalgaon,24,62,37,27.41,53.57,6.73,1095.64,mungbean
Satara,62,23,105,23.07,80.11,5.98,790.07,mungbean
Latur,134,41,76,21.54,56.37,5.79,112.46,apple
Kolhapur,24,128,116,25.99,75.44,6.3,717.11,lentil
Nashik,44,17,131,32.46,53.18,6.04,676.67,coconut
Latur,126,29,47,23.16,76.67,6.81,1122.58,maize
Wardha,57,132,164,23.79,48.15,7.49,1086.05,grapes
Solapur,107,133,115,24.43,71.82,5.84,1065.3,cotton
Ahmednagar,84,128,29,30.64,86.87,5.74,711.71,watermelon
Osmanabad,50,31,103,23.18,79.91,6.4,161.54,pigeonpeas
Kolhapur,29,102,156,26.9,74.93,6.46,454.28,papaya
Nashik,51,51,54,30.83,49.08,6.06,248.08,coffee
Pune,126,127,138,33.96,89.08,5.82,135.17,rice
Kolhapur,112,78,179,34.47,75.58,6.76,175.85,orange
Beed,44,43,48,24.57,57.01,6.02,165.19,maize
Akola,111,73,72,32.38,80.05,5.61,1014.22,muskmelon
Nagpur,18,59,148,27.82,67.89,5.73,724.95,orange
Osmanabad,139,22,93,30.07,45.76,6.68,800.6,jute
Osmanabad,44,42,37,27.65,52.9,5.88,1031.06,apple
Nashik,37,73,184,29.01,64.9,5.57,198.04,grapes
Dhule,88,52,69,28.44,76.49,6.25,359.45,blackgram
Pune,17,47,50,33.85,84.78,6.91,684.07,banana
Wardha,131,98,61,32.56,89.04,7.07,232.01,rice
Wardha,56,119,77,23.69,48.82,5.68,609.71,kidneybeans
Latur,83,121,190,28.59,40.25,6.02,799.8,pomegranate
Jalgaon,131,59,164,33.82,85.01,7.26,1115.09,apple
Latur,71,31,129,24.03,83.44,5.61,669.95,mothbeans
Solapur,29,143,141,25.51,74.67,6.64,316.37,muskmelon
Aurangabad,47,29,21,25.16,89.17,5.95,240.04,mango
Satara,88,144,5,25.62,47.79,7.45,409.25,pigeonpeas
Parbhani,92,89,119,34.79,75.59,7.07,651.34,orange
Aurangabad,33,140,166,26.44,81.62,7.27,1057.73,muskmelon
Nanded,78,42,105,30.96,88.26,6.69,1123.21,jute
Parbhani,102,132,123,28.03,80.3,6.18,164.31,maize
Nashik,59,28,60,33.4,53.21,6.72,440.4,lentil
Amravati,10,125,35,22.07,84.16,5.66,1197.18,pomegranate
Bhandara,38,98,45,20.9,55.08,5.8,401.06,coconut
Nanded,85,92,186,22.0,47.19,7.2,498.38,grapes
Kolhapur,51,81,161,34.46,52.55,5.64,375.06,kidneybeans
Aurangabad,37,118,39,31.29,40.81,7.28,575.3,chickpea
Kolhapur,0,101,16,34.59,76.01,6.12,1061.98,coffee
Kolhapur,16,73,156,33.5,73.78,6.34,727.46,orange
Nanded,56,42,14,29.8,82.41,6.29,358.02,pomegranate
Solapur,103,44,103,33.17,40.26,6.91,471.96,chickpea
Aurangabad,42,115,17,24.23,89.11,6.16,478.19,watermelon
Wardha,111,9,88,23.92,48.83,7.15,1031.19,mothbeans
Bhandara,6,106,99,21.36,58.05,6.7,197.99,apple
Ahmednagar,117,126,139,26.9,72.45,5.74,530.47,mothbeans
Nashik,136,66,95,27.67,49.62,6.34,665.24,chickpea
Aurangabad,134,35,183,34.29,79.54,6.78,454.33,lentil
Beed,134,37,41,32.3,51.97,5.64,190.33,banana
Jalgaon,126,73,77,25.05,77.12,6.82,1030.67,pomegranate
Jalgaon,93,80,148,27.12,81.03,6.63,938.26,maize
Bhandara,101,141,173,30.04,64.2,6.33,840.22,pigeonpeas
Kolhapur,109,80,169,33.76,82.8,6.53,1166.27,cotton
Nagpur,116,112,152,33.63,81.39,6.43,940.77,mango
Akola,27,101,169,25.96,65.89,7.31,122.85,chickpea
Dhule,72,131,137,28.39,42.73,5.59,595.04,pomegranate
Satara,9,104,147,21.42,66.93,6.83,517.13,blackgram
Pune,1,69,193,31.03,54.48,6.76,254.02,jute
Amravati,9,33,31,20.32,58.89,6.96,690.65,lentil
Nashik,132,62,45,26.22,54.78,7.07,1101.4,blackgram
Parbhani,111,37,150,33.44,83.67,7.1,138.56,jute
Parbhani,127,76,73,21.47,55.73,5.89,437.32,orange
Nagpur,27,50,54,23.83,84.9,7.12,561.9,mango
Nagpur,37,49,30,22.37,42.71,5.83,580.03,lentil
Ahmednagar,127,15,163,21.5,56.69,6.07,831.82,cotton
Osmanabad,13,33,49,24.95,57.15,7.34,1005.17,watermelon
Nanded,69,111,69,22.25,62.64,7.24,877.87,banana
Akola,122,31,33,20.05,66.29,7.26,923.77,blackgram
Bhandara,25,101,133,26.62,70.05,6.58,794.16,coconut
Ahmednagar,46,67,168,21.15,80.32,6.32,189.96,blackgram
Solapur,32,6,159,28.53,50.87,6.63,758.42,apple
Jalgaon,1,102,177,34.84,80.28,6.99,451.66,pomegranate
Dhule,53,97,91,26.72,57.03,6.45,404.33,kidneybeans
Osmanabad,36,129,58,21.93,53.05,7.18,608.93,lentil
Kolhapur,5,98,192,32.45,78.64,5.51,742.49,blackgram
Kolhapur,45,134,22,22.45,80.28,6.44,365.18,mothbeans
Beed,87,107,106,28.96,85.65,6.57,356.36,orange
Latur,124,86,139,21.38,50.23,7.17,1050.52,watermelon
Kolhapur,53,96,131,21.56,41.09,5.58,791.39,blackgram
Osmanabad,123,17,157,27.54,64.96,7.07,653.38,mothbeans
Nagpur,45,137,74,21.1,41.09,6.92,1132.26,grapes
Aurangabad,44,26,179,30.49,87.79,6.36,928.84,coffee
Solapur,114,66,204,27.86,71.62,7.48,256.6,mango
Amravati,126,28,97,31.85,81.57,6.17,493.09,papaya
Beed,58,43,100,24.58,73.02,6.12,171.58,kidneybeans
Nanded,98,140,48,20.44,84.6,6.12,633.15,jute
Nagpur,44,20,132,32.5,66.8,5.8,1085.11,pomegranate
Solapur,138,106,128,24.79,85.23,6.65,616.34,papaya
Wardha,79,127,144,21.83,42.75,7.28,105.41,grapes
Solapur,71,30,177,25.42,41.61,6.18,965.9,cotton
Latur,102,29,56,24.63,67.8,7.19,374.39,jute
Kolhapur,66,38,41,25.71,58.64,5.75,1152.42,chickpea
Dhule,16,127,141,21.97,53.03,6.7,700.77,banana
Wardha,85,28,171,21.35,49.5,7.32,557.25,orange
Nagpur,100,22,15,24.87,56.34,5.85,525.7,mango
Kolhapur,92,128,43,27.0,87.99,6.09,1072.32,coconut
Wardha,18,119,199,34.12,43.39,6.63,1194.87,banana
Beed,131,48,146,26.75,73.61,7.49,213.72,chickpea
Latur,30,76,92,25.34,76.18,5.99,629.99,muskmelon
Aurangabad,54,5,13,27.64,76.55,7.4,972.84,papaya
Beed,74,18,184,20.53,47.27,6.31,812.87,pigeonpeas
Wardha,113,24,178,23.94,78.54,6.36,742.62,mothbeans
Osmanabad,131,24,164,28.23,62.98,6.65,841.84,pomegranate
Jalgaon,29,48,120,29.31,84.5,7.2,292.17,pigeonpeas
Dhule,128,101,198,29.66,43.35,6.04,522.33,rice
Osmanabad,130,111,131,27.49,64.97,6.81,324.88,jute
Nagpur,21,81,44,33.93,84.47,6.53,956.27,jute
Beed,22,102,189,23.25,57.75,6.83,1045.95,mothbeans
Kolhapur,131,46,199,31.47,48.23,6.85,535.0,banana
Akola,17,95,93,27.48,80.45,5.85,654.88,kidneybeans
Beed,26,107,9,32.55,55.55,5.61,905.42,orange
Latur,82,101,75,24.31,71.06,5.71,842.07,pomegranate
Amravati,124,34,39,26.62,82.78,5.65,883.23,pomegranate
Jalgaon,79,139,197,25.28,67.38,5.68,1052.94,mothbeans
Beed,119,39,188,27.83,80.27,7.22,1103.06,jute
Satara,123,64,34,30.83,80.22,5.76,588.76,mungbean
Nagpur,26,36,108,22.51,57.63,6.09,876.6,pomegranate
Pune,73,56,95,29.82,58.54,7.06,343.92,orange
Aurangabad,37,99,75,29.22,76.61,6.22,777.67,chickpea
Pune,137,55,27,31.69,56.6,7.42,681.03,cotton
Akola,116,43,18,30.95,52.03,7.05,717.37,banana
Amravati,36,29,200,25.81,68.18,7.25,1180.03,papaya
Nagpur,29,95,193,30.96,45.03,7.23,523.8,muskmelon
Sangli,121,125,181,32.66,45.95,7.08,748.95,pigeonpeas
Kolhapur,78,62,150,31.84,67.18,7.07,1106.5,coconut
Bhandara,97,96,14,21.24,43.3,6.19,1038.14,muskmelon
Bhandara,57,77,125,28.08,70.22,5.54,282.9,coconut
Sangli,130,108,39,30.6,77.71,6.23,1006.78,apple
Nanded,133,98,90,34.75,45.25,6.25,948.87,coffee
Akola,119,94,77,27.31,65.11,7.04,918.97,mango
Solapur,41,37,33,22.84,84.28,6.63,463.27,papaya
Beed,10,84,167,24.1,46.54,6.15,766.88,lentil
Akola,112,130,31,28.3,76.77,6.96,279.84,orange
Amravati,118,52,62,33.8,49.22,5.91,296.43,muskmelon
Dhule,35,114,194,29.92,70.26,5.52,170.73,papaya
Sangli,76,139,90,25.36,56.4,6.97,1091.16,chickpea
Nanded,108,74,65,24.03,60.02,5.89,342.68,grapes
Wardha,81,26,195,23.49,73.55,7.03,544.37,pomegranate
Nanded,69,26,59,26.39,54.29,5.71,402.5,watermelon
Dhule,118,80,118,22.64,74.06,7.07,927.39,grapes
Bhandara,78,98,205,28.65,84.37,6.25,463.41,watermelon
Nanded,42,91,59,24.97,59.65,5.81,233.2,chickpea
Wardha,54,25,160,30.73,71.18,7.3,171.33,mothbeans
Aurangabad,41,137,192,32.38,56.77,7.4,947.64,mungbean
Nashik,11,119,101,31.99,53.9,7.14,165.51,papaya
Aurangabad,77,14,139,21.55,71.88,5.58,1023.05,mungbean
Nanded,13,59,76,27.77,40.52,6.13,1054.54,watermelon
Bhandara,20,69,63,22.52,78.72,5.73,1085.03,maize
Sangli,50,72,6,26.82,71.96,5.76,346.46,maize
Jalgaon,54,64,99,28.53,44.05,7.18,782.47,coffee
Aurangabad,13,24,7,30.31,67.79,6.45,826.14,jute
Satara,115,84,82,30.81,44.5,6.59,1176.37,coconut
Solapur,79,117,130,24.95,59.76,5.78,1114.07,pigeonpeas
Dhule,67,85,139,31.44,77.56,6.08,360.65,cotton
Nanded,125,45,139,22.24,44.46,5.63,756.97,grapes
Nashik,96,118,81,25.29,76.66,6.23,682.29,maize
Nanded,100,100,50,26.18,76.29,6.87,1196.27,blackgram
Nagpur,92,29,120,30.57,54.03,7.06,813.8,pigeonpeas
Solapur,121,15,57,22.56,45.48,7.14,132.27,watermelon
Amravati,119,95,41,33.23,81.84,6.12,399.89,grapes
Satara,116,60,26,24.92,72.39,6.68,1053.82,apple
Nashik,87,133,44,20.7,43.81,7.22,1001.08,mothbeans
Bhandara,45,5,161,32.78,53.17,6.96,1056.69,chickpea
Bhandara,8,81,82,27.03,63.48,5.79,235.34,rice
Pune,37,39,52,21.74,40.93,5.56,788.41,pomegranate
Nanded,84,17,153,31.34,62.02,6.5,236.48,blackgram
Kolhapur,24,121,49,32.24,47.27,6.36,547.47,mungbean
Parbhani,136,129,53,28.29,61.52,5.8,423.28,lentil
Akola,82,116,95,29.65,77.23,5.66,455.78,maize
Wardha,92,52,106,33.25,66.14,7.35,724.78,pomegranate
Aurangabad,125,108,38,22.09,74.14,6.04,490.4,watermelon
Satara,96,53,72,27.32,88.09,5.96,1167.6,apple
Nagpur,30,11,188,33.6,86.79,6.02,865.09,chickpea
Nashik,94,31,144,27.31,59.73,6.44,509.1,mungbean
Aurangabad,53,36,42,23.29,81.3,6.2,1026.71,chickpea
Akola,88,83,21,33.29,53.19,6.24,1177.96,jute
Bhandara,55,141,187,21.24,43.96,7.07,216.82,lentil
Nanded,110,144,193,32.05,70.86,6.68,235.46,muskmelon
Solapur,28,115,124,30.39,68.95,5.76,913.9,kidneybeans
Satara,120,80,194,28.94,59.71,6.96,240.12,pomegranate
Parbhani,59,85,79,23.93,86.54,6.22,240.76,watermelon
Beed,123,13,205,32.97,52.48,6.39,1037.87,mothbeans
Parbhani,7,7,131,30.75,46.63,6.19,289.6,mango
Ahmednagar,2,12,96,26.14,89.26,5.69,515.55,mothbeans
Osmanabad,46,113,163,27.09,60.38,7.31,1077.36,blackgram
Beed,5,13,72,29.37,69.82,7.19,145.47,coffee
Latur,68,114,93,26.03,62.46,5.89,608.03,watermelon
Jalgaon,56,18,186,31.97,63.03,5.77,476.02,apple
Amravati,140,27,103,32.82,43.91,6.21,361.37,pigeonpeas
Parbhani,85,85,114,30.89,46.74,7.11,1037.55,watermelon
Osmanabad,100,106,102,30.04,70.73,6.46,379.67,jute
Solapur,57,91,196,29.9,40.85,5.88,161.63,rice
Kolhapur,8,145,71,24.22,51.2,5.89,487.75,watermelon
Kolhapur,126,38,27,34.57,65.99,5.89,968.17,mungbean
Pune,116,55,136,30.38,86.65,5.83,191.93,blackgram
Osmanabad,132,23,136,30.14,47.95,5.68,692.8,rice
Dhule,45,38,189,23.23,73.03,6.35,755.4,mungbean
Dhule,37,117,119,20.08,71.11,7.15,756.51,coffee
Parbhani,48,29,85,21.17,47.11,6.39,449.19,muskmelon
Osmanabad,74,123,27,26.45,55.81,6.59,812.84,lentil
Nanded,7,80,67,27.02,75.11,6.04,150.97,mango
Parbhani,19,108,201,25.46,69.3,6.83,990.09,coffee
Akola,45,53,51,21.6,71.41,7.22,995.18,chickpea
Aurangabad,138,122,85,26.39,79.94,6.53,301.94,banana
Parbhani,138,29,143,24.84,44.01,5.7,642.59,coconut
Nashik,18,104,129,25.06,84.52,6.98,441.54,muskmelon
Aurangabad,108,121,200,32.7,65.21,5.72,1133.09,mungbean
Nagpur,30,14,155,30.46,89.24,6.33,160.97,mungbean
Aurangabad,7,134,202,25.33,51.86,5.8,744.29,pigeonpeas
Sangli,132,89,27,27.27,54.7,6.08,797.6,cotton
Amravati,66,89,36,27.32,62.52,7.16,667.96,coffee
Jalgaon,109,65,146,31.38,87.94,6.18,989.75,banana
Ahmednagar,32,22,19,28.99,56.44,6.12,927.51,banana
Jalgaon,14,67,73,23.67,57.0,5.63,516.5,grapes
Kolhapur,64,121,180,24.45,59.03,6.99,875.63,blackgram
Bhandara,63,98,132,22.23,48.69,7.46,424.15,lentil
Pune,130,112,44,20.78,65.06,6.29,218.07,mango
Pune,115,135,96,28.06,54.1,7.43,1176.62,watermelon
Ahmednagar,78,126,36,22.22,80.9,6.81,607.09,apple
Nagpur,25,129,199,27.07,63.35,6.17,807.01,grapes
Dhule,11,67,162,33.33,82.95,6.14,226.86,watermelon
Parbhani,138,36,46,20.58,65.82,6.53,212.68,papaya
Nashik,131,62,66,29.23,79.28,6.68,185.07,coconut
Jalgaon,104,11,153,27.25,70.74,5.82,972.32,mothbeans
Osmanabad,38,18,37,32.61,72.98,7.4,816.13,watermelon
Pune,74,64,83,27.08,49.74,5.62,756.52,orange
Nashik,13,131,154,33.47,64.08,6.55,848.24,mothbeans
Nashik,60,74,63,33.03,53.7,6.69,980.05,muskmelon
Nashik,113,133,114,25.27,65.05,7.33,572.5,watermelon
Nagpur,111,32,33,26.12,72.94,6.93,773.52,coconut
Pune,13,102,99,29.93,64.71,6.98,1129.25,mungbean
Latur,135,133,93,31.57,40.38,6.37,398.81,watermelon
Beed,67,43,69,30.85,82.94,7.21,189.06,pomegranate
Aurangabad,109,36,74,31.93,79.59,6.96,593.05,mothbeans
Nanded,114,136,49,30.91,73.26,6.53,491.88,cotton
Beed,93,83,144,25.09,56.62,6.59,214.62,mothbeans
Nashik,4,138,87,32.88,53.93,5.69,444.85,apple
Pune,121,127,74,25.63,61.76,6.69,421.32,mungbean
Parbhani,131,106,12,33.73,49.11,6.43,414.4,mungbean
Latur,38,21,151,29.39,62.03,7.01,430.65,jute
Nashik,13,104,68,34.82,59.72,6.88,1176.06,rice
Solapur,66,116,11,34.73,64.65,6.87,585.33,mothbeans
Bhandara,28,130,196,27.69,41.47,7.07,126.22,muskmelon
Nashik,45,55,154,28.98,61.12,6.03,1141.03,watermelon
Nanded,26,72,87,31.1,56.04,6.85,121.82,grapes
Aurangabad,14,90,12,21.11,74.38,6.79,930.64,papaya
Kolhapur,62,92,92,31.94,41.81,6.42,715.31,coffee
Solapur,26,121,14,31.49,67.08,6.47,225.25,watermelon
